Sesotho (st)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
hlakola	0	0	0	0	0	0	0	0	0	0
spy	0	0	0	0	0	0	0	0	0	0
squad	0	0	0	0	0	0	0	0	0	0
squadron	0	0	0	0	0	0	0	0	0	0
squall	0	1	0	0	0	1	0	1	0	0
squamous	0	0	0	0	0	0	0	0	0	0
sekoti	0	0	0	0	0	0	0	0	0	0
squat	0	0	0	0	0	0	0	0	0	0
squatter	0	1	0	0	0	0	0	0	0	0
squeak	0	0	0	0	0	0	0	0	0	0
squeal	0	0	0	0	0	0	0	0	0	0
squeamish	0	1	0	0	1	1	0	0	0	0
squeeze	0	0	0	0	0	0	0	0	0	0
ho penya	0	0	0	0	0	0	0	0	0	0
ho senya	0	1	1	0	1	0	0	0	0	0
senya	0	0	0	0	0	0	0	0	0	0
squire	0	0	0	0	0	0	0	0	0	0
fokotseha	0	1	0	0	1	0	0	0	0	0
squirrel	0	0	0	0	0	0	0	0	0	0
squirt	0	0	0	0	0	0	0	0	0	0
hlaba	0	1	1	0	0	1	0	1	1	0
botsitso	0	0	0	0	0	0	0	0	0	0
tsitsitseng	1	0	0	0	0	0	0	0	0	1
mahlakoreng	1	0	0	0	0	0	0	0	0	0
stack	0	0	0	0	0	0	0	0	0	0
basebetsi	0	0	0	0	0	0	0	0	0	0
khama	0	0	0	0	0	0	0	0	0	0
mohato	0	0	0	0	0	0	0	0	0	0
ho thekesela	0	0	0	0	0	0	0	0	1	0
ho sisinya	0	1	0	0	0	0	0	0	0	0
e tsitsitse	0	1	0	0	0	0	0	1	0	0
ho phalla	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
letheba	0	1	0	0	1	0	0	0	0	0
e sa hloekang	1	0	0	0	0	0	0	0	0	0
litepisi	0	0	0	0	0	0	0	0	0	0
litepisi	0	0	0	0	0	0	0	0	0	0
litepisi	0	0	0	0	0	0	0	0	0	0
thupa	0	0	0	0	0	0	0	0	0	0
stale	0	1	0	0	0	0	0	0	0	0
ho felloa ke matla	0	0	1	0	1	0	0	0	0	0
stalk	0	1	0	0	0	1	0	0	0	0
setopo	0	0	0	0	1	0	0	0	0	0
stallion	1	0	0	0	0	0	0	0	0	0
lichelete	0	0	0	0	0	0	0	0	0	0
e tsitsitseng	1	0	0	0	0	0	0	0	0	0
matla	1	0	0	0	0	0	0	0	0	1
setempe	0	0	0	0	0	0	0	0	0	0
ema	0	0	0	0	0	0	0	0	0	0
e tloaelehileng	0	0	0	0	0	0	0	0	0	0
tiisa	0	0	0	0	0	0	0	0	0	0
ema	1	0	0	0	0	0	0	0	0	0
setopo	0	1	1	0	0	1	0	0	0	0
pono	0	0	0	0	0	0	0	0	0	0
ema	0	1	1	0	0	0	0	0	0	0
stanza	0	0	0	0	0	0	0	0	0	0
e tloaelehileng	0	0	0	0	0	0	0	0	0	0
naleli	1	0	0	1	0	0	1	0	0	1
bo-starboard	0	0	0	0	0	0	0	0	0	0
starch	0	0	0	0	0	0	0	0	0	0
sheba	0	0	0	0	0	0	0	0	0	0
ho shebella	0	1	0	0	0	0	0	0	0	0
e tsitsitse	0	1	0	0	0	0	0	0	0	1
khanya ea linaleli	1	0	0	0	0	0	0	0	0	0
na le linaleli	1	0	0	1	0	0	1	0	0	0
linaleli	0	0	0	0	0	0	0	0	0	0
qala	0	0	0	1	0	0	0	0	0	0
ts'oaetso	0	1	0	0	0	1	0	0	1	0
ho makatsa	0	0	0	0	0	0	0	0	1	0
tlala	0	1	0	0	0	1	0	1	0	0
ba lapile	0	1	0	0	0	0	0	0	0	0
ho lapa	0	1	0	0	0	0	0	0	0	0
boemo	0	0	0	0	0	0	0	0	0	0
e khahleha	1	0	0	0	0	0	0	0	0	0
statement	1	0	0	0	0	0	0	0	0	1
stateroom	0	0	0	0	0	0	0	0	0	0
moruti oa lichelete	0	0	0	0	0	0	0	0	0	0
e tsitsitseng	0	0	0	0	0	0	0	0	0	0
statics	0	0	0	0	0	0	0	0	0	0
seteishene	0	0	0	0	0	0	0	0	0	0
e ema	0	1	0	0	0	0	0	0	0	0
lipapatso	0	0	0	0	0	0	0	0	0	0
lipalo-palo	0	0	0	0	0	0	0	0	0	1
setsebi sa lipalo-palo	0	0	0	0	0	0	0	0	0	0
stator	0	0	0	0	0	0	0	0	0	0
set?oant?o sa maemo	0	0	0	0	0	0	0	0	0	0
seemahale	1	0	0	0	0	0	0	0	0	0
set?oant?o sa set?oant?o	0	0	0	0	0	0	0	0	0	0
bolelele	0	0	0	0	0	0	0	0	0	0
maemo	1	0	0	0	0	0	0	0	0	0
taelo	0	0	0	0	0	0	0	0	0	0
molao	0	0	0	0	0	0	0	0	0	0
ho tsitlella	1	0	0	0	0	0	0	0	0	0
khaola	0	1	0	0	0	0	0	0	0	0
lula	0	0	0	0	0	0	0	0	0	0
e ile ea lula	0	0	0	0	0	0	0	0	0	0
lula	0	0	0	0	0	0	0	0	0	0
sebakeng seo	0	0	0	0	0	0	0	0	0	0
e tiile	1	0	0	0	0	0	0	0	0	1
e tsitsitseng	0	0	0	0	0	0	0	0	1	1
u utsoe	0	1	1	0	0	1	0	1	0	0
ho utsoa	0	1	0	0	1	1	0	0	0	0
ho fokola	0	0	0	0	0	0	0	0	1	0
ka mokhoa o thetsang	0	0	0	0	0	0	0	0	1	0
bohale	0	1	0	1	0	1	0	0	1	0
steamboat	0	0	0	0	0	0	0	0	0	0
motlakase	0	0	0	0	0	0	0	0	0	0
steamroller	0	0	0	0	0	0	0	0	0	0
botsamaisi	0	0	0	0	0	0	0	0	0	0
steamy	0	0	0	0	0	0	0	0	0	0
t?epe	0	0	0	0	0	0	0	0	0	0
moepa	0	0	0	0	0	0	0	0	0	0
sebapali	0	0	0	0	0	0	0	0	0	0
mohala	0	0	0	0	0	0	0	0	0	0
stellar	1	0	0	0	0	0	0	0	0	0
stem	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
stencil	0	0	0	0	0	0	0	0	0	0
mohato	0	0	0	0	0	0	0	0	0	0
steppe	0	0	0	0	0	0	0	0	0	0
mehato	0	0	0	0	0	0	0	0	0	0
li-stereoscopic	0	0	0	0	0	0	0	0	0	0
ho hlahisa maikutlo	0	1	0	0	0	0	0	0	0	0
e hlalositsoe	0	1	0	0	0	0	0	0	0	0
e nyopa	0	1	0	0	0	0	0	1	0	0
bofokoli	0	1	0	0	0	0	0	0	0	0
sterling	1	1	1	1	0	0	1	0	0	1
stern	0	1	0	0	0	0	0	0	0	0
stethoscope	0	0	0	0	0	0	0	0	0	0
sejo	0	0	0	0	0	0	0	0	0	0
motsamaisi	1	0	0	0	0	0	0	0	0	1
botsamaisi	0	0	0	0	0	0	0	0	0	0
khomarela	0	0	0	0	0	0	0	0	0	0
ho khomarela	0	0	0	0	0	0	0	0	0	0
e tsitsitseng	0	0	0	0	1	0	0	0	0	0
e thata	0	1	0	0	0	0	0	0	0	0
tiile	0	0	0	0	0	0	0	0	0	0
ho thatafala	0	1	0	0	0	0	0	0	0	0
thibela	0	1	0	0	0	0	0	0	0	0
e tsitsitsoe	0	1	1	0	0	1	0	1	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
sekhobo	0	1	1	0	1	1	0	1	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
stiletto	0	0	0	0	0	0	0	0	0	0
e sa tsoaloa	0	1	0	0	0	0	0	1	0	0
khutso	1	0	0	0	0	1	0	1	0	0
lisebelisoa	0	0	0	0	0	0	0	0	0	0
e tsosang takatso	0	0	0	0	0	0	0	0	0	0
ho tsosolosa	0	0	0	0	0	0	0	0	0	0
stimulus	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	1	1	0	0	1	0	0	0	0
ho otla	0	1	0	0	0	0	0	0	0	0
e le bohloko	0	1	1	0	1	1	0	1	0	0
ho nkha	0	1	0	0	1	0	0	0	0	0
ho nkha hampe	0	1	0	0	1	0	0	0	0	0
stint	0	1	0	0	0	1	0	1	0	0
beha maikutlo	0	0	0	0	0	0	0	0	0	0
ho qobelloa	0	0	0	0	0	0	0	0	0	0
hlohlelletsa	0	0	0	0	0	0	0	0	0	0
susumetsang maikutlo	0	0	0	0	0	0	0	0	0	0
khaola	0	0	0	0	0	0	0	0	0	0
Stock	0	0	0	0	0	0	0	0	0	0
lisebelisoa	0	0	0	0	0	0	0	0	0	0
ho boloka	0	0	0	0	0	0	0	0	0	0
likepe	0	1	0	0	0	0	0	0	0	0
u utsitse	0	0	0	0	0	0	0	0	0	0
e utsoitsoeng	0	1	1	0	0	0	0	0	0	0
mala	0	0	0	0	1	0	0	0	0	0
lejoe	0	1	1	0	0	0	0	0	0	0
a tlepetsoa ka majoe	0	1	0	0	0	0	0	0	0	0
majoe a majoe	0	0	0	0	0	0	0	0	0	0
stony	0	0	0	0	0	0	0	0	0	0
setulo	0	0	0	0	0	0	0	0	0	0
setulo	0	1	0	0	1	0	0	0	0	0
ema	0	0	0	0	0	0	0	0	0	0
Ema	0	0	0	0	0	0	0	0	0	0
khaotsa	0	1	0	0	0	0	0	0	0	0
khaotsa	0	0	0	0	0	0	0	0	0	0
khaotsa	0	0	0	0	0	0	0	0	0	0
setwatchwatch	0	0	0	0	0	0	0	0	0	0
polokelo	0	0	0	0	0	0	0	0	0	0
boloka	1	0	0	1	0	0	0	0	0	0
ntlo ea polokelo	0	0	0	0	0	0	0	0	0	0
ho boloka	0	0	0	0	0	0	0	0	0	0
sefefo	0	1	1	0	0	0	0	0	0	0
ho otla	0	0	1	0	0	0	0	0	0	0
sefefo	0	1	0	0	0	1	0	0	0	0
pale	0	0	0	0	0	0	0	0	0	0
e matla	0	0	0	0	0	0	0	0	0	0
setofo	0	0	0	0	0	0	0	0	0	0
stow	0	0	0	0	0	0	0	0	0	0
ho senya	0	0	0	0	0	0	0	0	0	0
Setereiti	0	0	0	0	0	0	0	0	0	0
otlolla	0	0	0	0	0	0	0	0	0	0
ho toba	1	0	0	0	0	0	0	0	0	1
hang-hang	0	0	0	0	0	0	0	0	0	0
e senyehile	0	1	1	0	0	0	0	0	0	0
khathatso	0	0	0	0	0	0	0	0	0	0
mathata	0	1	0	0	0	1	0	0	0	0
moqhaka	0	0	0	0	0	0	0	0	0	0
e qaqileng	0	1	0	0	0	0	0	0	0	0
osele	0	1	0	0	0	1	0	0	0	0
khaola	0	1	1	0	1	1	0	1	1	0
lebanta	0	0	0	0	0	0	0	0	0	0
ho khaola	0	0	0	0	0	0	0	0	0	0
let?oao	0	0	0	0	0	0	0	0	0	0
maqheka	1	0	0	0	0	0	0	0	0	0
moqapi	1	0	0	1	0	0	0	0	0	1
leano	0	0	0	0	0	0	0	0	0	0
ho khetholla	0	0	0	0	0	0	0	0	0	0
mohala	0	0	0	0	0	0	0	0	0	0
tse ling	0	0	0	0	0	0	0	0	0	0
joang	0	0	0	0	0	0	0	0	0	0
e senyehile	0	1	0	0	0	0	0	0	0	0
sehlahisoa	0	0	0	0	0	0	0	0	0	0
e hlahisitsoe	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
phallela	0	0	0	0	0	0	0	0	0	0
ho phallela	0	0	0	0	0	0	0	0	0	0
seterateng	0	0	0	0	0	0	0	0	0	0
matla	1	0	0	0	0	0	0	0	0	1
matlafatsa	1	0	0	0	0	0	0	0	0	0
ho matlafatsa	1	0	0	0	0	0	1	0	0	1
e thata	0	0	0	0	0	0	0	0	0	0
khatello ea maikutlo	0	1	0	0	0	0	0	0	0	0
otlolla	0	0	0	0	0	0	0	0	0	0
lebenkele	0	0	0	0	0	1	0	1	0	0
a otloa	0	0	0	0	0	0	0	1	0	0
ho fokotseha	0	0	0	0	0	0	0	0	0	0
ntoa	0	1	1	0	0	0	0	0	0	0
otla	0	1	1	0	0	0	0	0	0	0
e otlang	1	0	0	0	0	0	0	0	0	0
ka mokhoa o tsotehang	1	0	0	0	0	0	0	0	0	0
khoele	0	0	0	0	0	0	0	0	0	0
e fapaneng	0	0	0	0	0	0	0	0	0	0
hlobolisa	0	1	0	0	0	0	0	1	0	0
moqhaka	0	1	0	0	0	0	0	0	0	0
e hlobotse	0	1	1	1	1	1	0	1	0	0
leka	0	0	0	1	0	0	0	0	0	0
strobe	0	0	0	0	0	0	0	0	0	0
stroke	0	1	0	0	0	1	0	1	0	0
tsamaea hantle	0	0	0	0	0	0	0	0	0	0
qhobosheane	0	0	0	0	0	0	0	0	0	0
ka matla	1	0	0	0	0	0	0	0	0	0
moralo	0	0	0	0	0	0	0	0	0	1
mohaho	1	0	0	0	0	0	0	0	0	1
ntoa	0	1	1	0	0	1	0	1	0	0
ho etsa joalo	0	1	0	0	0	0	0	0	0	0
litlhaka	0	0	0	0	0	0	0	0	0	0
manganga	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
stucco	0	0	0	0	0	0	0	0	0	0
a khomarele	0	0	0	0	0	0	0	0	0	0
stud	1	0	0	0	0	0	0	0	0	0
tse koahetsoeng	0	0	0	0	0	0	0	0	0	0
seithuti	0	0	0	0	0	0	0	0	0	0
ba ithutile	0	0	0	0	0	0	0	0	0	0
studio	0	0	0	0	0	0	0	0	0	0
ho ithuta	1	0	0	0	0	0	0	0	0	0
lintho	0	0	0	0	0	0	0	0	0	0
ho pata	0	0	0	0	0	0	0	0	0	0
ho khabisa	0	1	0	0	0	0	0	0	0	0
khoptjoa	0	1	0	0	0	0	0	0	0	0
kutu	0	0	0	0	0	0	0	0	0	0
hlolloa	0	1	0	0	0	1	0	0	1	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
e tsitsitse	0	1	0	0	0	0	0	0	0	0
e hlollang	0	0	0	0	0	0	0	0	0	0
ea hlokang kelello	0	1	0	0	0	0	0	0	0	0
ho hloka kelello	0	1	0	0	0	0	0	0	0	0
roala	0	1	0	0	0	0	0	0	0	0
e tiile	1	0	0	0	0	0	0	0	0	0
sturgeon	0	0	0	0	0	0	0	0	0	0
ho tsitsa	0	0	0	0	0	0	0	0	0	0
sebopeho	0	1	0	0	1	0	0	0	0	0
mokhoa	0	0	0	0	0	0	0	0	0	0
e tsotehang	0	0	0	0	0	0	0	0	0	0
subatomic	0	0	0	0	0	0	0	0	0	0
komiti e tlase	0	0	0	0	0	0	0	0	0	0
ho se tsotellehe	0	0	0	0	0	0	0	0	0	0
ka tlaase	0	0	0	0	0	0	0	0	0	0
arola	0	0	0	0	0	0	0	0	0	0
ho aroloa	0	0	0	0	0	0	0	0	0	0
tlatsetso	0	0	0	0	0	0	0	0	0	0
hl?la	0	1	0	0	0	0	0	0	0	0
e hl?tsoe	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	1	0
sehlooho	0	1	0	0	0	0	0	0	0	0
e behoa	0	1	0	0	0	0	0	1	0	0
ho ipeha tlaase	0	1	0	0	0	0	0	0	0	0
e ikhethang	0	0	0	0	0	0	0	0	0	0
tlh?lo	0	1	1	0	1	1	0	1	0	0
sublimation	1	0	0	0	0	0	1	0	0	0
subliminal	0	0	0	0	0	0	0	0	0	0
sekepe sa metsing	0	0	0	0	0	0	0	0	0	0
tlala	0	0	0	0	0	0	0	0	0	0
submersible	0	0	0	0	0	0	0	0	0	0
tlhaloso	0	0	0	0	0	0	0	0	0	0
tlisa	0	0	0	1	0	0	0	0	0	0
tlase	0	1	0	0	0	1	0	0	0	0
tlhompho	0	0	0	0	0	0	0	0	0	0
karoloana	0	0	0	0	0	0	0	0	0	0
subpoena	0	1	0	0	0	0	0	0	0	0
ngolisa	0	0	0	1	0	0	0	0	0	0
ho ngolisa	0	0	0	0	0	0	0	0	0	0
ka morao	0	0	0	0	0	0	0	0	0	0
ho latela	0	0	0	0	0	0	0	0	0	0
hamorao	0	0	0	0	0	0	0	0	0	0
setempe	0	0	0	0	0	0	0	0	0	0
fokotsa	0	0	0	0	0	0	0	0	0	0
ho it?ehla thajana	0	1	0	0	0	0	0	1	0	0
tse nyenyane	0	0	0	0	0	0	0	0	0	0
t?ehetso	0	0	0	0	0	0	0	0	0	0
thuso	0	1	1	0	1	0	0	0	0	0
lula	0	1	0	0	0	0	0	0	0	0
ho iphelisa	0	0	0	0	0	0	0	0	0	0
tlaase	0	0	0	0	0	0	0	0	0	0
lisebelisoa	1	0	0	0	0	0	0	0	0	0
haholo	0	0	0	0	0	0	0	0	0	0
netefatsa	0	0	0	0	0	0	0	0	0	1
karolo e kholo	1	0	0	0	0	0	0	0	0	0
mo nkela sebaka	0	0	0	0	0	0	0	0	0	0
e nkeloa sebaka	0	0	0	0	0	0	0	0	0	0
kenya sebaka	0	0	0	0	0	0	0	0	0	0
ho kenyelletsoa	0	0	0	0	0	0	0	0	0	0
ka tlas'a lefat?e	0	0	0	0	0	0	0	0	0	0
e poteletseng	0	0	0	0	0	0	0	0	0	0
bolotsana	0	0	0	0	0	0	0	0	0	0
tlosa	0	1	0	0	0	0	0	0	0	0
ho tlosa	0	0	0	0	0	0	0	0	0	0
mongolo o motle	0	0	0	0	0	0	0	0	0	0
motse o motle	0	0	0	0	0	0	0	0	0	0
moropo	0	0	0	0	0	0	0	0	0	0
metse e haufi	0	0	0	0	0	0	0	0	0	0
ho senya	0	1	1	0	0	1	0	0	0	0
ho senya	0	1	1	0	0	0	0	0	1	0
ho fetoha	0	1	0	0	1	1	0	1	0	0
terene ea ka tlas'a lefat?e	0	0	0	0	0	0	0	0	0	0
atleha	1	0	0	1	0	0	1	0	1	1
e atleha	1	0	0	1	0	0	1	0	0	1
katleho	1	0	0	1	0	0	1	0	0	0
e atlehile	1	0	0	1	0	0	1	0	0	1
ho latellana	0	0	0	0	0	0	0	0	0	0
ho latellana	0	0	0	0	0	0	0	0	0	0
mohlahlami	0	0	0	0	0	0	0	0	0	0
khafetsa	1	0	0	0	0	0	0	0	0	0
e monate	1	1	0	0	0	0	0	0	0	0
hl?la	0	1	0	0	0	0	0	0	0	0
nya	0	1	0	0	0	0	0	0	0	0
sucker	0	1	1	0	0	0	0	0	0	0
e anyang	0	0	0	0	0	0	0	0	0	0
ho anyesa	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
ka t?ohanyetso	0	0	0	0	0	0	0	0	1	0
ka t?ohanyetso	0	0	0	0	0	0	0	0	1	0
qosa	0	1	1	0	0	0	0	1	0	0
utloa bohloko	0	1	0	0	0	0	0	0	0	0
ea nang le bothata	0	1	0	0	0	1	0	1	0	0
mahlomola	0	1	0	0	1	1	0	1	0	0
ho lekane	0	0	0	0	0	0	0	0	0	0
ho lekane	1	0	0	0	0	0	0	0	0	0
ho lekane	0	0	0	0	0	0	0	0	0	0
ho lekaneng	0	0	0	0	0	0	0	0	0	0
ngoe	0	0	0	0	0	0	0	0	0	0
ho fokola	0	1	0	0	1	1	0	1	0	0
ho tepella	0	1	1	0	0	1	0	0	0	0
tsoekere	1	0	0	0	0	0	0	0	0	0
fana ka tlhahiso	0	0	0	0	0	0	0	0	0	1
tlhahiso	0	0	0	0	0	0	0	0	0	0
ho nahanela maikutlo	0	0	0	0	0	0	0	0	0	0
ho ipolaea	0	1	1	0	1	1	0	1	0	0
ho ipolaea	0	1	1	0	0	1	0	1	0	0
sutu	0	0	0	0	0	0	0	0	0	0
e loketse	1	0	0	0	0	0	0	0	0	0
tse ling	0	0	0	0	0	0	0	0	0	0
mokolosi	0	0	0	0	0	0	0	0	0	0
ho nyahama	0	1	1	0	0	0	0	1	0	0
sebabole	0	0	0	0	0	0	0	0	0	0
sultan	0	0	0	0	0	1	0	0	0	0
sultry	1	0	0	0	0	0	0	0	0	0
kakaretso	0	0	0	0	0	0	0	0	0	0
hangata	0	0	0	0	0	0	0	0	0	0
kakaretso	0	0	0	0	0	0	0	0	0	0
kakaretso	0	0	0	0	0	0	0	0	0	0
kakaretso	0	0	0	0	0	0	0	0	0	0
lehlabula	0	0	0	0	0	0	0	0	0	0
seboka	0	0	0	0	0	0	0	0	0	0
moemeli	0	0	0	0	0	0	0	0	0	0
ho letsetsa	0	1	0	0	0	0	0	0	0	0
sumo	0	0	0	0	0	0	0	0	0	0
sump	0	0	0	0	1	0	0	0	0	0
e monate	0	0	0	0	0	0	0	0	0	0
letsatsi	1	0	0	1	0	0	1	0	1	1
sunbeam	0	0	0	0	0	0	0	0	0	0
sundial	0	0	0	1	0	0	0	0	0	1
letsatsi le likele	0	0	0	0	0	0	0	0	0	0
sundry	0	0	0	0	0	0	0	0	0	0
khalase ea letsatsi	0	0	0	0	0	0	0	0	0	0
likhalase tsa mahlaseli	0	0	0	0	0	0	0	0	0	0
e tsitsitse	0	1	0	0	1	1	0	1	0	0
ha e na letho	0	0	0	0	0	0	0	0	0	0
letsatsi	0	0	0	0	0	0	0	0	0	0
letsatsi le likele	1	0	0	1	0	0	1	0	1	0
letsatsi le chaba	0	0	0	0	0	0	0	0	0	0
letsatsi le likela	1	0	0	1	0	0	0	0	0	0
khanya ea letsatsi	1	0	0	0	0	0	1	0	0	0
superannuation	0	0	0	0	0	0	0	0	0	0
e ntle haholo	1	0	0	0	0	0	0	0	0	0
ka ntle feela	0	1	0	0	0	0	0	0	0	0
e se nang thuso	0	1	0	0	0	0	0	0	0	0
e phahametseng batho	1	0	0	0	0	0	0	0	0	0
e phahamisitsoe haholo	0	0	0	0	0	0	0	0	0	0
mookameli	0	0	0	0	0	0	0	0	0	0
e phahameng	1	0	0	0	0	0	0	0	0	0
bophahamo	1	0	0	0	0	0	0	0	0	0
e fetisisang	0	0	0	0	0	0	0	0	0	0
superman	1	0	0	0	0	0	1	0	0	1
supamakete	0	0	0	0	0	0	0	0	0	0
e phahametseng tlhaho	0	0	0	0	0	0	0	0	0	0
e sa tloaelehang	0	0	0	0	0	0	0	0	0	0
bophahamo	0	0	0	0	0	0	0	0	0	0
holimo holimo	0	0	0	0	0	0	0	0	0	0
mohalaleli	1	0	0	0	0	0	1	0	0	1
litumela-khoela	1	1	0	0	0	1	0	0	0	0
litumela-khoela	0	1	0	1	0	1	0	0	0	0
hlokomela	0	0	0	0	0	0	0	0	0	0
tlhokomelo	0	0	0	0	0	0	0	0	0	0
mookameli	0	0	0	0	0	0	0	0	0	0
lijo tsa mantsiboea	0	0	0	0	0	0	0	0	0	0
ho tlatsetsa	0	0	0	0	0	0	0	0	0	0
khafetsa	0	0	0	0	0	0	0	0	0	0
tlatsetsa	0	0	0	0	0	0	0	0	0	0
tlatsetso	0	0	0	0	0	0	0	0	0	0
tlatsetso	0	0	0	0	0	0	0	0	0	0
thapeli	1	0	0	0	0	0	0	0	0	1
e fana	1	0	0	0	0	0	0	0	0	0
phepelo	1	0	0	0	0	0	0	0	0	0
e t?ehetsoa	1	0	0	0	0	0	0	0	0	0
mot?ehetsi	1	0	0	0	0	0	1	0	0	1
bat?ehetsi	0	0	0	0	0	0	0	0	0	0
ho t?ehetsa	1	0	0	0	0	0	0	0	0	1
ak'u nahane	0	0	0	0	0	0	0	0	0	0
nahana	0	0	0	0	0	0	0	0	0	0
ho etsa joalo	0	0	0	0	0	0	0	0	0	0
thibela	0	1	1	0	0	1	0	1	0	0
ho hatella	0	1	1	0	1	1	0	0	0	0
bophahamo	1	1	1	1	0	1	1	0	1	1
e phahametseng	1	0	0	0	0	0	0	0	0	0
ka holimo	1	0	0	0	0	0	0	0	0	0
ho tlatsetsa	0	1	1	0	0	0	0	0	0	0
tiisetso	1	0	0	0	0	0	0	0	0	1
ho palama	0	0	0	0	0	0	0	0	0	0
holim'a metsi	0	0	0	0	0	0	0	0	0	0
ho phahama	0	0	0	0	0	0	0	0	1	0
ngaka e buoang	0	0	0	0	0	0	0	0	0	0
ho buuoa	0	0	0	0	0	1	0	1	0	0
bohale	0	1	1	0	1	0	0	0	0	0
ho hloma	1	0	0	0	0	0	0	0	0	0
lebitso la bitso	0	0	0	0	0	0	0	0	0	0
e fetisisang	1	0	0	0	0	0	0	0	0	0
ho feta	0	0	0	0	0	0	0	0	0	0
ho makala	1	0	0	0	0	1	1	0	1	0
makala	0	0	0	0	0	0	0	0	1	0
e makatsang	0	0	0	0	0	0	0	0	1	0
ho makatsang	0	0	0	1	0	0	0	0	1	0
ho inehela	0	1	0	0	0	1	0	1	0	0
ho inehela	0	1	0	0	0	0	0	1	0	0
ho tsoa holimo	0	0	0	0	0	0	0	0	0	1
ho potoloha	1	1	0	1	0	0	0	0	0	0
ho potoloha	0	0	0	0	0	0	0	0	0	0
tikoloho	0	0	0	0	0	0	0	0	0	0
tlhokomelo	0	0	0	0	0	1	0	0	0	0
tlhahlobo	0	0	0	0	0	0	0	0	0	0
ho phenyekolla	1	0	0	0	0	0	0	0	0	0
mofuputsi	0	0	0	0	0	0	0	0	0	0
pholoho	0	0	0	0	0	0	0	0	0	0
pholoha	1	0	0	0	0	0	0	0	0	0
pholoha	0	0	0	0	0	0	0	0	0	0
ho kheloha	0	0	0	0	0	0	0	0	0	0
ho hlaseloa	0	1	0	0	0	0	0	0	0	0
ho belaela	0	1	0	0	0	1	0	0	0	0
ho belaelloa	0	0	0	0	0	0	0	0	0	0
emisa	0	0	0	0	0	0	0	0	0	0
e emisitsoe	0	0	0	0	0	0	0	0	0	0
suspenders	0	0	0	0	0	0	0	0	0	0
ho tsieleha	0	0	0	1	0	1	0	0	1	0
ho emisoa	0	1	0	0	0	1	0	0	0	0
ho belaelloa	0	1	0	0	0	1	0	0	0	0
lipelaelo	0	0	0	0	0	0	0	0	0	0
ho belaela	0	1	1	1	0	0	0	0	0	0
e ts'ehetsoe	0	0	0	0	0	0	0	0	0	0
lijo	0	0	0	0	0	0	0	0	0	0
suture	0	0	0	0	0	0	0	0	0	0
swab	0	1	0	0	0	0	0	0	0	0
boqhetseke	0	0	0	0	0	0	0	0	0	0
senya	0	0	0	0	0	0	0	0	0	0
ho metsa	0	0	0	0	0	0	0	0	0	0
letamo	0	1	0	0	1	1	0	0	0	0
e fete	0	0	0	0	0	0	0	0	0	0
marotholi	0	1	0	0	1	1	0	0	0	0
swan	0	0	0	0	0	0	0	0	0	0
swap	0	0	0	0	0	0	0	0	0	0
tsuba	0	0	0	0	1	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
swastika	0	1	1	0	0	1	0	0	0	0
ho sisinyeha	0	0	0	0	0	0	0	0	0	0
hlapanya	1	0	0	0	0	0	0	0	0	1
ho hlapanya	0	0	0	0	0	0	0	0	0	0
mofufu	0	0	0	0	0	1	0	0	0	0
sesepa	0	0	0	0	0	0	0	0	0	0
ho fufuleloa	0	0	0	0	0	0	0	0	0	0
senya	0	0	0	0	0	0	0	0	0	0
e tsitsitseng	0	0	0	0	0	0	0	0	0	0
monate	1	0	0	1	0	0	1	0	1	1
monate	0	0	0	0	0	0	0	0	0	0
monate	0	0	0	0	0	0	0	0	0	0
sweetener	0	0	0	0	0	0	0	0	0	0
motsoalle ea ratehang	1	0	0	1	0	0	1	1	0	1
sweetie	1	0	0	0	0	0	0	0	0	0
monate	1	0	0	0	0	0	0	0	0	0
li-sweets	1	0	0	1	0	0	1	0	0	0
hlaba	0	0	0	0	0	0	0	0	0	0
ho ruruha	0	1	0	0	0	1	0	0	0	0
ho sweltering	0	0	0	0	0	0	0	0	0	0
swerve	0	0	0	0	0	1	0	0	1	0
potlakela	1	0	0	0	0	0	0	0	0	0
ka potlako	0	0	0	0	0	0	0	0	0	0
swig	0	1	0	0	1	0	0	0	0	0
sesa	1	0	0	1	0	1	1	0	0	0
ho sesa	0	0	0	0	0	0	0	0	0	0
likolobe	0	1	0	0	1	0	0	0	0	0
tsuba	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
